age,marital_status,no_of_dependants,education_level,relationship_to_student,income_in_kes,additional_income,employment_length,employment_status,guarantor_credit_score,existing_loans,outstanding_loan_amount,monthly_repayment_amount,monthly_expenses,missed_payments_last_year,financial_counseling,risk_score,risk_level
39,Single,3,Bachelor’s Degree,Other,138946,28040,7,Unemployed,632,True,86513,46868,23620,5,False,67.11032211384361,Medium
36,Married,5,Master’s Degree,Parent,26669,9354,37,Employed,587,True,58573,23287,39344,1,False,54.76361178133923,Medium
45,Married,6,PhD,Sibling,61967,37164,2,Unemployed,327,False,0,0,17993,2,False,46.59191393202542,Medium
42,Single,3,High School,Parent,112870,19147,18,Unemployed,305,True,9137,45309,49570,1,True,63.99319681956342,Medium
25,Married,1,High School,Other,98426,16817,38,Self-Employed,394,False,0,0,33053,3,False,45.58627800313161,Medium
22,Married,3,Bachelor’s Degree,Guardian,38027,30101,18,Employed,637,True,66387,38133,16427,0,True,46.684513796628906,Medium
33,Single,5,PhD,Parent,99402,35253,41,Employed,547,True,87433,29985,12776,3,True,48.24530008197476,Medium
26,Single,3,Bachelor’s Degree,Guardian,36889,13545,44,Self-Employed,754,False,0,0,44454,5,True,42.42078242608455,Medium
48,Single,4,PhD,Sibling,16165,48179,30,Self-Employed,833,False,0,0,44047,0,True,24.3784873869393,Low
25,Divorced,6,PhD,Other,113459,47713,15,Unemployed,594,False,0,0,45010,3,False,44.39526085659021,Medium
40,Divorced,3,High School,Guardian,12563,8256,30,Employed,525,True,65419,11274,46238,5,False,70.26629645482177,High
63,Single,2,PhD,Other,147832,15214,14,Self-Employed,641,False,0,0,39323,3,True,30.763564295845995,Low
40,Divorced,3,PhD,Other,48536,29179,21,Unemployed,650,True,60498,25238,10645,1,True,46.289311715943626,Medium
48,Single,6,Bachelor’s Degree,Sibling,42469,33579,24,Employed,394,False,0,0,49879,1,False,45.61515305885604,Medium
63,Married,2,Bachelor’s Degree,Guardian,108840,48538,20,Employed,569,True,95030,12536,20945,3,True,45.10425749838814,Medium
44,Married,6,Master’s Degree,Sibling,71214,24289,28,Unemployed,354,True,70460,49189,36239,5,False,75.82846433821497,High
53,Married,5,Bachelor’s Degree,Parent,30990,47822,29,Self-Employed,398,True,13446,11332,16478,5,False,58.6398789076172,Medium
27,Single,3,Master’s Degree,Guardian,111126,19692,18,Self-Employed,630,False,0,0,45667,0,True,31.524092279635255,Low
59,Single,0,Bachelor’s Degree,Guardian,123196,46749,4,Self-Employed,721,False,0,0,19196,1,False,25.67677853550704,Low
20,Single,4,Master’s Degree,Parent,28289,752,15,Self-Employed,744,False,0,0,37337,4,True,44.05873713548863,Medium
54,Married,4,Bachelor’s Degree,Parent,107676,3276,23,Unemployed,579,True,221,45299,46400,0,True,49.8460692631482,Medium
50,Divorced,5,High School,Other,120361,5467,45,Self-Employed,733,False,0,0,18709,5,False,36.30673673022014,Low
36,Divorced,4,High School,Parent,26638,45251,9,Unemployed,579,False,0,0,20183,2,False,45.02618977986552,Medium
34,Married,5,PhD,Guardian,30200,35451,1,Employed,638,False,0,0,25471,2,True,33.62253190015659,Low
20,Single,5,Bachelor’s Degree,Parent,40244,315,2,Employed,391,True,49913,34619,33195,3,True,69.05052480703694,Medium
38,Single,3,Bachelor’s Degree,Sibling,121989,36396,6,Employed,607,False,0,0,44798,4,False,43.58220427742471,Medium
21,Divorced,5,High School,Guardian,33279,39674,8,Unemployed,327,True,27088,28122,41976,4,False,78.45172892695956,High
43,Divorced,1,PhD,Parent,43279,1481,16,Employed,667,False,0,0,21844,2,True,30.47077762181081,Low
45,Single,1,PhD,Guardian,109494,41180,22,Unemployed,572,False,0,0,29682,2,True,32.490929022750294,Low
27,Single,1,Master’s Degree,Parent,111572,31004,42,Unemployed,342,False,0,0,27152,4,False,48.11469556599429,Medium
63,Married,2,High School,Other,15519,28666,9,Employed,545,False,0,0,39065,3,True,41.053026843511105,Medium
36,Divorced,5,Bachelor’s Degree,Other,25578,38492,8,Self-Employed,720,True,78541,13152,24622,5,False,62.406929570783824,Medium
52,Single,2,PhD,Sibling,96203,43666,32,Unemployed,410,True,62667,34160,39065,1,False,57.74426329280649,Medium
58,Married,3,PhD,Sibling,128792,3248,8,Employed,615,False,0,0,13736,2,True,24.73174087869577,Low
39,Divorced,4,PhD,Guardian,108893,3992,9,Unemployed,591,True,28363,35834,12997,2,False,54.328492402136874,Medium
54,Divorced,2,PhD,Other,77546,9046,12,Employed,645,True,13045,11326,39556,0,True,39.19589220134476,Low
57,Single,3,PhD,Other,27402,20109,22,Employed,615,True,1413,2511,29301,2,False,46.50895410058027,Medium
53,Divorced,1,High School,Parent,109603,1112,12,Unemployed,351,True,43966,5657,28911,0,False,57.54520509348808,Medium
38,Married,5,Bachelor’s Degree,Other,50755,18852,30,Employed,710,True,52159,17805,27641,5,True,53.106314533480706,Medium
65,Married,0,High School,Sibling,38987,44142,6,Unemployed,714,False,0,0,20030,4,True,36.8613734622824,Low
34,Divorced,5,Master’s Degree,Guardian,148718,22443,27,Employed,747,False,0,0,30127,2,False,28.130038548401952,Low
58,Single,0,High School,Sibling,106083,37956,23,Unemployed,553,True,68479,17154,19007,0,False,49.03498349544074,Medium
56,Married,3,Bachelor’s Degree,Guardian,94543,19467,8,Employed,816,True,90998,6,44251,3,False,50.99583436861012,Medium
23,Single,6,PhD,Other,47304,10563,33,Unemployed,477,True,87423,43356,36397,1,True,63.9530792788063,Medium
58,Single,5,Master’s Degree,Other,23424,38823,17,Self-Employed,498,False,0,0,32894,4,False,47.14700903748734,Medium
43,Married,3,Master’s Degree,Guardian,37404,16519,2,Self-Employed,523,False,0,0,40333,5,False,52.68242534401769,Medium
41,Single,6,High School,Guardian,73277,576,28,Employed,727,False,0,0,45683,0,True,31.907960287372205,Low
61,Married,4,High School,Parent,41572,22355,26,Employed,617,True,3378,26161,34211,2,True,46.819727480887906,Medium
37,Divorced,3,Bachelor’s Degree,Parent,141917,9082,24,Unemployed,474,True,81206,15134,30945,4,False,64.79426478585245,Medium
31,Married,2,Master’s Degree,Other,99419,43372,27,Self-Employed,590,False,0,0,25355,5,False,39.91937138067607,Low
46,Divorced,0,High School,Sibling,45653,18874,12,Unemployed,328,True,61034,36507,42683,4,True,74.068311052777,High
37,Divorced,0,Master’s Degree,Parent,72041,11463,8,Employed,822,False,0,0,49184,2,False,35.59564317214701,Low
52,Divorced,4,Bachelor’s Degree,Parent,98001,11066,1,Self-Employed,825,True,83674,43139,33211,3,False,57.33262209265911,Medium
34,Divorced,0,High School,Parent,93950,1847,29,Unemployed,398,False,0,0,14763,4,False,49.630714550980926,Medium
31,Single,5,Master’s Degree,Other,145959,4210,22,Employed,504,True,34967,7409,31308,1,False,49.40402522704246,Medium
35,Married,1,PhD,Sibling,53716,11836,22,Employed,550,False,0,0,17127,0,True,25.97859309569863,Low
63,Married,0,High School,Other,51869,44030,34,Self-Employed,368,False,0,0,32630,5,True,43.62888068527217,Medium
28,Divorced,0,Bachelor’s Degree,Sibling,111919,12629,33,Unemployed,819,False,0,0,24040,2,False,31.942595943630838,Low
18,Divorced,3,High School,Sibling,56185,42620,29,Self-Employed,650,True,47493,1668,15215,0,False,44.87134493782812,Medium
36,Divorced,4,High School,Guardian,88741,1496,29,Employed,673,False,0,0,47213,2,False,40.367019069724606,Medium
35,Divorced,2,PhD,Parent,142002,17372,34,Employed,441,True,93067,4518,45631,0,False,49.622594522427924,Medium
39,Single,5,Master’s Degree,Other,72862,43897,44,Self-Employed,838,True,52384,29689,31394,5,True,48.547361278437876,Medium
39,Single,4,PhD,Guardian,87104,14677,33,Employed,491,False,0,0,32160,2,True,33.929331056461265,Low
56,Married,0,High School,Guardian,75655,5777,43,Self-Employed,604,True,87166,17114,37889,4,True,55.2964017297596,Medium
22,Single,0,High School,Other,95348,10324,0,Self-Employed,443,False,0,0,15671,0,True,36.60571951367781,Low
53,Divorced,5,High School,Sibling,103422,9107,10,Employed,469,False,0,0,13101,3,True,37.010815757575756,Low
31,Divorced,0,High School,Guardian,54053,38363,17,Self-Employed,450,True,36108,2701,49888,4,True,61.79882513401492,Medium
37,Married,1,High School,Parent,138085,4780,21,Self-Employed,532,True,70620,8393,34006,3,False,57.55415008934327,Medium
49,Married,4,PhD,Parent,19701,14545,23,Self-Employed,370,False,0,0,12345,4,False,46.04125701390808,Medium
39,Divorced,1,Bachelor’s Degree,Sibling,33879,13649,17,Self-Employed,664,False,0,0,36456,1,True,34.33657100119738,Low
56,Divorced,6,Bachelor’s Degree,Parent,139332,40923,16,Self-Employed,810,True,76341,20981,20508,0,False,38.40475270793036,Low
35,Married,0,Master’s Degree,Sibling,86218,40546,28,Unemployed,406,True,85428,30754,48228,5,True,68.44315789997236,Medium
45,Divorced,3,High School,Guardian,77182,23323,14,Employed,325,True,48122,39661,16859,4,True,62.2534559215253,Medium
62,Divorced,2,Bachelor’s Degree,Sibling,122010,7383,1,Self-Employed,806,True,61611,19197,35914,1,True,42.36615459979736,Medium
29,Single,0,Master’s Degree,Other,30637,18455,37,Unemployed,413,True,63393,25789,47815,1,False,66.36409765404808,Medium
22,Single,0,High School,Sibling,23372,37990,39,Unemployed,452,True,76413,16748,38234,2,True,63.452445849682235,Medium
36,Single,0,High School,Guardian,18834,13130,2,Unemployed,469,False,0,0,38083,0,False,50.282096324951645,Medium
34,Divorced,5,Master’s Degree,Sibling,143963,24522,26,Employed,415,False,0,0,13384,3,True,32.46903786312978,Low
26,Divorced,6,Bachelor’s Degree,Sibling,86675,7094,37,Employed,334,False,0,0,25542,0,False,39.35771061619232,Low
52,Divorced,6,Master’s Degree,Parent,32107,2005,3,Unemployed,524,True,76180,26510,19399,0,True,56.460851948051946,Medium
61,Divorced,1,PhD,Other,69712,10308,41,Unemployed,706,False,0,0,28717,1,False,29.9587411365939,Low
49,Single,1,Bachelor’s Degree,Guardian,66455,44360,35,Employed,680,False,0,0,25448,0,False,25.11853952288846,Low
44,Divorced,1,PhD,Guardian,103884,5387,3,Self-Employed,431,True,39671,31587,41294,4,True,61.34211989039329,Medium
25,Divorced,0,Bachelor’s Degree,Other,95359,47886,42,Self-Employed,663,False,0,0,18055,4,False,33.59607987841946,Low
64,Married,1,Bachelor’s Degree,Parent,118193,10041,11,Unemployed,384,False,0,0,17415,3,True,39.441814759141565,Low
18,Single,0,High School,Sibling,78868,48300,25,Self-Employed,349,False,0,0,34858,5,True,50.14443271621995,Medium
57,Single,1,Master’s Degree,Other,63368,22023,44,Self-Employed,630,True,48534,11715,32475,4,False,52.65411588652482,Medium
39,Single,3,Bachelor’s Degree,Sibling,79771,16697,17,Employed,361,False,0,0,12189,2,False,41.447234031500415,Medium
22,Single,4,High School,Sibling,45014,18420,28,Unemployed,677,False,0,0,35317,3,True,44.84051515151515,Medium
32,Single,3,PhD,Parent,51192,38092,10,Unemployed,841,False,0,0,29724,4,True,37.12310852721747,Low
32,Married,6,High School,Sibling,95785,25254,28,Self-Employed,482,False,0,0,43736,2,True,40.597413849129595,Medium
55,Divorced,5,Master’s Degree,Other,30797,438,7,Unemployed,828,False,0,0,43735,3,True,40.76043943262411,Medium
50,Married,4,Master’s Degree,Other,119204,6345,16,Self-Employed,680,True,68516,8395,23616,3,True,46.00177988763009,Medium
54,Divorced,2,PhD,Other,121481,43843,22,Self-Employed,379,False,0,0,19512,3,False,36.198440482637935,Low
18,Single,2,Bachelor’s Degree,Sibling,76495,31058,41,Self-Employed,634,True,72979,11290,30363,0,True,44.57510891866998,Medium
64,Married,1,Bachelor’s Degree,Guardian,75244,6308,33,Unemployed,645,False,0,0,13383,5,False,40.261590874090444,Medium
51,Divorced,5,High School,Guardian,21459,2053,32,Self-Employed,567,False,0,0,19330,1,False,38.83606380399742,Low
35,Divorced,6,Master’s Degree,Guardian,52622,45088,30,Self-Employed,719,False,0,0,20238,3,False,34.239446543243986,Low
59,Single,4,Bachelor’s Degree,Sibling,46180,47288,34,Employed,412,True,82000,41609,26656,3,False,61.59047164778484,Medium
43,Single,2,PhD,Sibling,10784,35044,40,Self-Employed,555,True,90486,28117,19395,5,True,58.684903765312704,Medium
64,Married,6,PhD,Guardian,39903,25172,35,Self-Employed,693,False,0,0,42047,4,True,34.70701319701575,Low
55,Single,0,High School,Guardian,139171,12189,24,Self-Employed,462,False,0,0,30618,1,False,36.24909818181818,Low
59,Married,2,PhD,Guardian,26149,5970,39,Employed,834,True,6568,12390,43562,1,False,39.52116477111541,Low
65,Single,6,Bachelor’s Degree,Parent,30585,21437,11,Unemployed,582,False,0,0,11157,2,False,41.544989875656256,Medium
20,Married,1,Master’s Degree,Guardian,75398,47945,24,Employed,620,True,4501,12232,46520,3,True,47.143746289951196,Medium
38,Single,6,High School,Sibling,78778,8469,24,Employed,840,True,7110,5905,34939,1,False,44.16764648245372,Medium
19,Single,1,PhD,Sibling,143250,11363,6,Unemployed,427,True,64746,23373,19353,4,False,65.78161082987936,Medium
46,Divorced,5,Master’s Degree,Other,78933,23572,18,Self-Employed,449,False,0,0,49620,1,True,38.92564598692088,Low
23,Divorced,0,Master’s Degree,Sibling,69443,39552,4,Self-Employed,754,True,95001,9039,10309,5,True,51.91127576954959,Medium
22,Married,0,Master’s Degree,Guardian,64005,42351,12,Self-Employed,335,False,0,0,28878,3,True,43.08952773694391,Medium
44,Divorced,5,Bachelor’s Degree,Guardian,89160,19350,33,Unemployed,466,False,0,0,48932,5,True,50.475641963710046,Medium
48,Single,5,Bachelor’s Degree,Sibling,119525,26188,37,Self-Employed,509,True,17188,10543,33296,0,False,44.82568162107396,Medium
32,Married,6,Master’s Degree,Sibling,56314,39908,1,Employed,347,False,0,0,16861,5,True,46.73420625587179,Medium
61,Single,2,Bachelor’s Degree,Guardian,130729,27310,33,Employed,675,True,14785,43562,11784,4,True,41.387749896840745,Medium
21,Divorced,2,Bachelor’s Degree,Other,139411,33709,35,Employed,314,False,0,0,42030,0,False,37.51198015658101,Low
23,Married,4,Bachelor’s Degree,Guardian,108421,8778,1,Employed,347,True,219,12900,33595,0,False,54.4479735405729,Medium
51,Married,4,High School,Other,93144,37295,30,Unemployed,321,False,0,0,36349,5,False,54.45529481440545,Medium
28,Divorced,6,PhD,Other,140216,8953,8,Self-Employed,780,True,65247,29014,49044,2,False,54.42460024039789,Medium
44,Divorced,2,High School,Sibling,63268,585,34,Employed,817,True,97063,2875,36874,3,True,49.283807973657545,Medium
34,Single,1,High School,Other,30349,8269,28,Unemployed,722,False,0,0,43584,1,True,39.84012667956157,Low
52,Divorced,0,Bachelor’s Degree,Guardian,37053,24264,23,Unemployed,319,False,0,0,32329,0,True,40.50742097817077,Medium
31,Single,0,High School,Parent,71591,8550,25,Self-Employed,501,False,0,0,36531,4,False,50.14642801878971,Medium
20,Single,0,Bachelor’s Degree,Parent,131168,11118,22,Employed,844,False,0,0,39752,2,False,31.67943405360597,Low
25,Single,1,High School,Guardian,132012,24003,24,Employed,725,True,86270,21207,33816,3,False,54.688499318412084,Medium
59,Single,0,PhD,Sibling,26405,33011,43,Unemployed,783,True,56025,3446,25689,0,True,36.37097032605693,Low
41,Single,4,Master’s Degree,Sibling,29585,37982,35,Self-Employed,804,False,0,0,33833,0,False,28.281882313714654,Low
63,Married,3,Bachelor’s Degree,Sibling,70480,5156,10,Employed,695,True,6536,8907,44351,3,False,50.99152294003869,Medium
56,Married,0,Bachelor’s Degree,Other,113837,18988,30,Self-Employed,389,True,41585,27828,12412,2,True,46.2805139900525,Medium
46,Married,0,PhD,Sibling,130419,36317,8,Self-Employed,583,False,0,0,40247,1,False,31.444772467532466,Low
40,Married,0,PhD,Sibling,95615,33567,27,Unemployed,768,True,23461,32095,22014,1,True,38.167953879524724,Low
47,Married,3,Bachelor’s Degree,Guardian,35803,12770,8,Self-Employed,797,True,89600,8583,38738,4,True,55.992574423874,Medium
29,Divorced,2,Master’s Degree,Parent,53310,13922,23,Unemployed,485,True,33863,20717,46009,4,False,69.18446199963157,Medium
51,Single,0,Bachelor’s Degree,Parent,83564,37932,12,Unemployed,575,True,10624,44035,46297,3,True,58.2065096656535,Medium
60,Single,6,PhD,Sibling,39758,40504,37,Employed,427,True,867,23197,48385,0,False,49.52542713180436,Medium
37,Married,0,High School,Other,45955,2242,34,Self-Employed,325,False,0,0,31955,2,False,47.91354826195082,Medium
34,Divorced,3,PhD,Parent,126240,8174,12,Unemployed,670,False,0,0,40858,2,True,35.950442641613705,Low
21,Divorced,3,High School,Sibling,143831,39316,17,Employed,804,False,0,0,40207,1,True,25.61381803813208,Low
21,Divorced,0,Master’s Degree,Guardian,44892,6813,40,Self-Employed,847,False,0,0,26858,5,True,34.589017695496,Low
64,Divorced,1,PhD,Parent,109824,39670,35,Unemployed,390,False,0,0,26480,3,False,38.73525717969973,Low
43,Divorced,4,High School,Guardian,130100,9017,25,Self-Employed,686,True,28842,3726,26005,5,False,53.63783963341623,Medium
56,Married,5,High School,Sibling,95546,31928,37,Employed,448,True,59393,21476,12172,1,True,43.590792726351665,Medium
47,Divorced,2,PhD,Guardian,136905,41176,40,Self-Employed,467,False,0,0,11085,3,False,29.891837564704797,Low
34,Married,4,Master’s Degree,Other,13151,35154,1,Self-Employed,732,False,0,0,47408,1,True,36.11095077461545,Low
61,Married,1,Bachelor’s Degree,Sibling,100711,31050,2,Self-Employed,766,True,44204,10891,21566,5,True,46.341369475914156,Medium
31,Divorced,5,Master’s Degree,Parent,26853,11165,26,Employed,796,True,77718,35418,37073,1,False,53.786057708390906,Medium
41,Divorced,2,Bachelor’s Degree,Parent,121535,32509,2,Self-Employed,354,False,0,0,34894,1,True,37.99646316293635,Low
51,Married,1,Master’s Degree,Other,34128,42096,23,Self-Employed,580,False,0,0,19092,0,True,24.822138329188544,Low
54,Married,1,Master’s Degree,Sibling,76899,13687,37,Employed,598,False,0,0,17813,5,True,32.397709116698906,Low
22,Married,6,High School,Guardian,78788,17104,28,Self-Employed,721,True,25464,30757,42050,1,True,49.502438961038955,Medium
53,Single,1,Master’s Degree,Guardian,109074,32051,0,Unemployed,799,False,0,0,29716,2,True,30.01858674035185,Low
52,Single,0,High School,Guardian,98699,27579,2,Employed,391,True,54180,22335,25952,2,False,58.93420710693562,Medium
57,Married,1,Master’s Degree,Guardian,107395,49615,21,Unemployed,572,False,0,0,18080,2,True,27.96673570968039,Low
40,Single,4,PhD,Parent,64917,38755,12,Self-Employed,366,True,8380,31347,39748,5,False,67.72031862208712,Medium
57,Divorced,0,High School,Other,73050,41934,40,Employed,576,False,0,0,15577,2,True,25.37523098093396,Low
58,Married,6,Bachelor’s Degree,Guardian,21785,32083,46,Unemployed,666,True,6661,36501,42674,5,False,62.03164367228516,Medium
52,Divorced,5,High School,Guardian,87610,31931,46,Unemployed,395,True,8792,9382,32182,4,True,56.47473873077277,Medium
58,Married,6,Master’s Degree,Other,81097,24064,6,Self-Employed,736,False,0,0,28838,5,False,40.36760859906052,Medium
53,Divorced,4,Bachelor’s Degree,Guardian,96775,2058,1,Self-Employed,534,True,93613,41918,41184,3,True,64.09710989315649,Medium
37,Divorced,4,Master’s Degree,Guardian,112274,19017,27,Employed,459,False,0,0,16797,3,True,33.42269601915815,Low
31,Single,0,PhD,Guardian,63781,16498,32,Employed,533,True,42587,17524,32188,5,True,55.905899439071575,Medium
60,Divorced,0,Bachelor’s Degree,Sibling,87161,34397,6,Unemployed,511,False,0,0,21832,1,True,33.21685199226305,Low
34,Single,4,Bachelor’s Degree,Parent,36688,8545,2,Self-Employed,301,False,0,0,13369,0,False,45.8137852261214,Medium
58,Divorced,3,High School,Other,93963,34748,8,Self-Employed,365,True,30787,19495,47717,2,True,57.81084126830616,Medium
18,Divorced,5,PhD,Other,52763,19606,6,Self-Employed,518,False,0,0,32712,2,True,41.385574674403614,Medium
54,Married,0,PhD,Sibling,30864,44821,40,Self-Employed,536,True,28963,8626,43000,3,False,51.21208757944184,Medium
61,Divorced,1,PhD,Parent,97802,25623,23,Self-Employed,590,True,28041,15196,20674,5,False,50.86769698351294,Medium
25,Divorced,2,High School,Parent,144475,1762,8,Unemployed,800,False,0,0,22491,4,False,41.6372998692088,Medium
44,Divorced,0,High School,Guardian,108618,33087,0,Employed,491,True,75295,9248,33956,4,True,57.714287358386294,Medium
33,Divorced,4,PhD,Other,88782,18376,4,Employed,700,False,0,0,28704,4,True,35.38675087409045,Low
34,Single,4,PhD,Other,94050,11894,39,Employed,402,True,80170,18852,45648,0,False,55.72002694482822,Medium
26,Married,6,Bachelor’s Degree,Parent,11900,2288,41,Employed,638,True,84412,6935,23425,1,False,53.331140370268024,Medium
47,Single,3,PhD,Sibling,130391,45120,43,Unemployed,843,False,0,0,26918,1,False,22.410955291517,Low
31,Divorced,0,Bachelor’s Degree,Parent,65023,5826,30,Self-Employed,674,True,18657,28557,26620,3,False,53.33381261398176,Medium
56,Divorced,5,Master’s Degree,Sibling,40586,2130,40,Self-Employed,487,False,0,0,17539,2,True,33.90735906788247,Low
25,Married,2,High School,Parent,36633,25110,30,Employed,826,True,6272,26750,22603,0,True,36.985698321820024,Low
18,Divorced,4,Bachelor’s Degree,Parent,48118,45472,7,Self-Employed,410,True,88316,31784,23382,1,False,63.7963848834853,Medium
47,Married,5,Bachelor’s Degree,Other,115052,41443,11,Employed,610,False,0,0,12735,2,True,25.851348081422127,Low
18,Married,0,High School,Sibling,73172,34145,20,Self-Employed,838,True,81368,35978,23655,0,False,47.17677266648246,Medium
63,Divorced,2,Bachelor’s Degree,Guardian,130649,38525,23,Employed,469,False,0,0,48532,1,False,34.164342930828035,Low
32,Single,0,Master’s Degree,Guardian,105942,5884,12,Employed,752,True,1081,29040,31972,5,True,50.253200676982594,Medium
55,Married,2,PhD,Sibling,96958,27677,22,Self-Employed,376,False,0,0,49167,4,True,42.59946997144699,Medium
55,Divorced,1,PhD,Parent,119374,5801,20,Self-Employed,389,True,52116,41339,27942,2,False,56.79987604679009,Medium
27,Divorced,6,Master’s Degree,Other,29158,39602,5,Self-Employed,458,False,0,0,40908,4,True,49.71386155291517,Medium
57,Divorced,0,Bachelor’s Degree,Sibling,10219,31357,41,Employed,415,True,5787,25585,14955,5,False,57.12587335451782,Medium
21,Divorced,0,High School,Parent,35274,39819,21,Unemployed,437,True,25292,7931,34670,0,True,54.390047792207795,Medium
30,Single,5,Bachelor’s Degree,Guardian,122318,21280,41,Self-Employed,844,True,92325,46858,49915,2,False,55.06780330385925,Medium
51,Married,4,PhD,Parent,115191,15942,40,Self-Employed,825,True,60195,28723,22526,0,False,35.77746595284148,Low
22,Divorced,0,Bachelor’s Degree,Sibling,124926,2453,13,Self-Employed,846,True,42490,38036,20631,1,True,41.42536452611218,Medium
19,Divorced,5,PhD,Sibling,83957,35008,6,Self-Employed,571,True,161,1794,48698,4,True,55.04281286451138,Medium
50,Married,2,High School,Sibling,102195,20349,20,Employed,409,True,989,35333,39234,3,True,54.79627687114305,Medium
36,Single,4,Master’s Degree,Parent,41426,3749,1,Employed,348,True,25427,33892,13184,0,True,53.96972780418164,Medium
58,Divorced,4,Master’s Degree,Other,120888,15875,34,Unemployed,687,False,0,0,18817,1,False,28.33998605507967,Low
28,Married,2,High School,Parent,39733,45582,2,Unemployed,330,True,40072,34178,35076,2,False,71.40534734088605,High
26,Married,4,Master’s Degree,Parent,79536,6856,28,Employed,570,False,0,0,47089,0,False,36.53999934051764,Low
44,Divorced,0,Bachelor’s Degree,Sibling,49264,2605,30,Unemployed,848,False,0,0,18826,5,False,40.37194363083725,Medium
34,Divorced,3,High School,Sibling,40833,11112,41,Self-Employed,673,False,0,0,32696,5,False,46.37945680022106,Medium
43,Divorced,1,High School,Sibling,32252,26135,3,Employed,528,True,37836,34633,34482,4,True,62.211135466519295,Medium
52,Single,4,High School,Other,83100,5150,1,Employed,807,True,73864,38747,48733,5,True,62.83895689785392,Medium
47,Married,4,Bachelor’s Degree,Parent,118577,45892,17,Unemployed,611,False,0,0,26073,5,True,38.93503600257898,Low
53,Single,0,Bachelor’s Degree,Sibling,129188,40023,1,Self-Employed,454,True,11785,18097,16084,3,False,51.34974331306991,Medium
31,Married,2,Master’s Degree,Other,35922,15501,12,Employed,841,True,64830,14300,24653,2,False,48.3605904522428,Medium
23,Single,4,High School,Guardian,105789,14038,18,Employed,332,False,0,0,13933,3,False,47.120721683706364,Medium
64,Single,5,Master’s Degree,Other,117028,49663,16,Self-Employed,463,True,2152,36620,28456,3,False,52.63235619416045,Medium
44,Married,1,Bachelor’s Degree,Guardian,50611,36082,10,Employed,336,True,90596,40638,11779,0,True,52.77585338859722,Medium
47,Divorced,3,Master’s Degree,Guardian,74266,8727,22,Employed,371,False,0,0,18003,2,True,35.90011648521691,Low
19,Divorced,3,Bachelor’s Degree,Other,127948,21621,41,Unemployed,701,True,50839,21657,31977,3,True,50.60661511743575,Medium
40,Single,1,High School,Sibling,119792,9305,41,Employed,629,True,15474,36093,35204,0,True,41.32304940407111,Medium
42,Married,5,PhD,Sibling,33735,24491,34,Self-Employed,795,True,70056,26874,46412,3,True,51.06868393110436,Medium
64,Married,6,Bachelor’s Degree,Parent,91981,39034,5,Unemployed,457,False,0,0,31837,3,False,45.946318353136235,Medium
18,Divorced,3,High School,Guardian,136161,33850,16,Self-Employed,404,True,92691,721,40917,4,True,63.16217317214699,Medium
46,Single,1,PhD,Guardian,125625,47407,45,Self-Employed,744,True,96401,6247,44883,2,False,44.37544531178041,Medium
44,Single,1,PhD,Guardian,123541,33005,30,Self-Employed,551,False,0,0,43847,1,False,32.93307696417059,Low
41,Single,6,Bachelor’s Degree,Parent,93108,45957,19,Unemployed,405,True,53193,13424,39494,3,False,65.77162463940314,Medium
19,Divorced,6,Master’s Degree,Other,149084,34439,12,Unemployed,431,False,0,0,16132,3,False,44.11259771207516,Medium
64,Single,6,PhD,Other,119087,10398,9,Employed,383,False,0,0,45038,5,True,46.236027587731414,Medium
64,Divorced,1,High School,Guardian,44973,49672,18,Unemployed,664,True,36875,36032,24105,0,False,49.06844410150133,Medium
22,Single,1,Master’s Degree,Guardian,145209,28038,32,Self-Employed,841,True,87493,12948,49274,5,False,55.63195100948696,Medium
22,Married,2,Bachelor’s Degree,Sibling,51261,41940,7,Self-Employed,816,False,0,0,21934,3,True,31.648619029197754,Low
46,Divorced,2,Bachelor’s Degree,Parent,95414,36575,21,Employed,355,False,0,0,19445,0,False,33.28929219858156,Low
48,Divorced,4,PhD,Parent,89493,40945,30,Employed,430,True,63873,2380,17096,2,True,43.62445504927696,Medium
32,Single,3,High School,Parent,111370,39404,23,Unemployed,604,False,0,0,43348,4,False,48.608267565625866,Medium
36,Married,1,High School,Parent,114830,29094,35,Self-Employed,346,False,0,0,10843,4,False,42.14660344109791,Medium
65,Divorced,6,Master’s Degree,Sibling,45079,17076,5,Self-Employed,528,False,0,0,35260,3,False,45.124926023763464,Medium
45,Single,5,PhD,Guardian,86066,42355,37,Employed,441,False,0,0,27847,3,False,37.859838868932485,Low
46,Single,3,Master’s Degree,Sibling,25033,41211,0,Employed,440,True,66969,49176,45796,1,False,65.7953362061343,Medium
19,Married,0,PhD,Guardian,124848,1201,2,Unemployed,739,False,0,0,32978,0,True,29.602347742470293,Low
61,Single,6,Bachelor’s Degree,Parent,52426,42865,38,Unemployed,803,True,55426,37665,43133,1,False,51.92896340978171,Medium
60,Married,5,PhD,Parent,98298,34109,28,Employed,438,True,98461,10630,43497,1,False,52.45342711154094,Medium
20,Single,1,Master’s Degree,Sibling,41050,41175,42,Unemployed,500,True,43645,16724,25998,0,True,48.99766407939579,Medium
37,Divorced,2,PhD,Guardian,53269,25568,35,Unemployed,389,True,83227,20881,10783,3,True,57.52028795155199,Medium
52,Single,6,PhD,Guardian,70509,37654,3,Unemployed,386,False,0,0,27526,2,False,46.98976831168832,Medium
